cell_id,month_date,count_last_1m,count_last_3m,count_last_6m,max_mag_last_3m,max_mag_last_6m,avg_mag_last_6m,avg_depth_last_6m,max_depth_last_6m,max_sig_last_3m,avg_mmi_last_3m,avg_cdi_last_3m,months_since_last_quake,trend_3m_minus_6m_avg,max_mag_last_12m
-3.0_100.5,2007-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-3.0_138.5,2015-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-3.5_100.0,2010-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-3.5_127.0,2004-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-3.5_128.0,2019-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-3.5_142.0,2002-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-3.5_142.5,2002-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-3.5_142.5,2013-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,0.0,0.0
-30.0_-176.5,2011-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.0_-177.0,2022-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.0_-177.5,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.0_-178.0,2014-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.0_-178.0,2014-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.0_-178.0,2014-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.0_-178.0,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0.0,0.0
-30.0_-72.5,2015-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.0_-72.5,2015-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.5_-178.0,2021-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.5_-178.0,2022-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,6.5
-30.5_-71.5,2019-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-30.5_-72.0,2013-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-31.0_-178.5,2013-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-31.0_-178.5,2019-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,0.0,0.0
-31.0_-71.5,2002-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-31.0_-71.5,2015-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,0.0,0.0
-31.0_-72.0,2003-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-31.5_-72.0,2015-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-32.0_-179.5,2018-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-32.0_-71.5,2015-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-32.0_-71.5,2015-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-32.0_-72.0,2015-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-32.0_-72.0,2015-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-33.0_-178.0,2014-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-33.0_-179.0,2022-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-33.0_-71.5,2012-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-33.5_-178.0,2020-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-33.5_-72.5,2017-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-34.5_-72.0,2010-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-34.5_-72.0,2010-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-34.5_-72.5,2019-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-35.5_-71.0,2004-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-35.5_-72.5,2012-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-35.5_-73.0,2011-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-35.5_-73.5,2019-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-36.5_-73.0,2010-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-36.5_-73.0,2011-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,8.8
-36.5_-73.5,2010-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-37.0_-73.5,2010-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-37.5_179.0,2016-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-38.0_-73.5,2004-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-38.0_-75.5,2010-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-38.0_179.5,2014-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-38.0_179.5,2021-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,0.0,0.0
-38.5_-73.5,2010-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-38.5_-73.5,2011-01-01,0,0,1,0.0,6.6,6.6,22.0,22.0,0.0,0.0,0.0,6,-0.5,6.6
-39.5_-75.0,2020-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-39.5_178.0,2007-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_100.5,2010-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_101.0,2007-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_127.0,2006-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_135.0,2004-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_135.0,2004-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,6.7
-4.0_135.5,2004-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_138.0,2013-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_144.5,2011-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_152.0,2003-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_152.0,2013-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0.0,0.0
-4.0_152.5,2016-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.0_153.5,2013-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_-77.0,2021-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_-77.0,2022-02-01,0,1,1,7.5,7.5,7.5,126.0,126.0,1094.0,8.0,8.0,3,0.5,7.5
-4.5_101.0,2007-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_101.0,2020-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,0.0,0.0
-4.5_101.0,2020-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,0.0,0.0
-4.5_101.5,2001-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_123.5,2001-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_128.0,2001-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_129.5,2015-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_135.0,2004-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_143.0,2017-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_152.5,2019-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-4.5_153.0,2018-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-42.0_174.0,2013-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-42.0_174.0,2013-08-01,1,1,1,6.5,6.5,6.5,17.0,17.0,693.0,7.0,6.0,1,0.5,6.5
-42.5_173.5,2016-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-43.0_173.0,2016-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-43.0_173.0,2016-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-43.5_-74.0,2016-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-43.5_42.0,2019-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-44.0_171.5,2010-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-45.0_167.5,2007-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-45.5_167.0,2003-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-46.0_166.5,2009-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-47.0_164.5,2004-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-49.5_161.0,2004-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-49.5_164.0,2017-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_100.5,2022-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_102.5,2001-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_108.0,2016-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_133.5,2010-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_134.0,2012-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_152.5,2015-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_153.0,2002-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_153.0,2003-03-01,0,1,1,6.7,6.7,6.7,34.0,34.0,691.0,6.0,0.0,3,0.5,6.7
-5.0_153.0,2005-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0
-5.0_153.0,2012-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0.0,0.0
-5.0_153.5,2007-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.0_153.5,2016-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0,0.0
-5.0_94.0,2016-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.5_146.5,2010-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.5_147.0,2012-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.5_151.0,2002-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.5_151.5,2005-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.5_151.5,2015-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,0.0,0.0
-5.5_151.5,2015-05-01,1,1,1,6.7,6.7,6.7,31.0,31.0,692.0,6.0,5.0,1,0.5,6.7
-5.5_151.5,2015-05-01,1,1,1,6.7,6.7,6.7,31.0,31.0,692.0,6.0,5.0,1,0.5,6.7
-5.5_152.5,2003-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.5_153.5,2003-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-5.5_153.5,2009-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,0.0
-54.5_159.0,2022-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-54.5_2.0,2017-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-55.5_-28.5,2014-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-56.5_-26.0,2017-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-56.5_-27.0,2016-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-58.0_-25.5,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-58.5_-23.5,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-58.5_-25.5,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-59.0_-25.5,2019-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-59.0_-26.5,2018-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_-75.5,2019-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_-76.5,2005-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_107.0,2007-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_110.5,2020-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_122.0,2005-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_147.0,2007-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_148.0,2014-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_150.0,2001-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_150.0,2010-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,0.0,0.0
-6.0_150.5,2003-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_150.5,2006-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.0
-6.0_150.5,2010-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,0.0
-6.0_150.5,2010-08-01,1,1,1,7.3,7.3,7.3,35.0,35.0,831.0,7.0,8.0,1,0.5,7.3
-6.0_151.0,2006-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.0_151.0,2018-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,0.0,0.0
-6.0_151.0,2018-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,6.7
-6.0_151.5,2018-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_129.0,2019-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_130.0,2009-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_142.5,2018-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_142.5,2018-03-01,1,1,1,7.5,7.5,7.5,25.21,25.21,943.0,8.0,9.0,1,0.5,7.5
-6.5_145.5,2012-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_146.0,2022-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_148.5,2016-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_149.5,2010-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_149.5,2013-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0.0,0.0
-6.5_151.0,2006-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_152.5,2014-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_154.5,2013-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_154.5,2013-10-01,0,0,1,0.0,6.6,6.6,31.0,31.0,0.0,0.0,0.0,6,-0.5,6.6
-6.5_155.0,2017-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-6.5_29.5,2005-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-60.5_-24.5,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-60.5_-25.0,2021-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-60.5_-27.0,2019-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-60.5_-46.5,2013-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-60.5_-47.5,2013-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-61.0_-25.5,2013-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-61.0_-43.5,2003-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-62.0_-56.0,2021-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_105.0,2022-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_123.0,2020-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_129.5,2005-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_129.5,2012-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.0,0.0
-7.0_129.5,2020-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0.0,0.0
-7.0_146.0,2019-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_147.5,2011-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_148.0,2013-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_154.0,2014-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_154.5,2014-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_155.0,2014-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_155.0,2014-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_155.0,2014-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.0_155.5,2006-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_104.5,2019-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_108.0,2017-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_119.5,2018-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_122.5,2015-02-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_123.0,2017-10-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_128.0,2013-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_154.5,2015-05-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_155.5,2001-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-7.5_155.5,2007-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0
-7.5_155.5,2007-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0.0,0.0
-8.0_-75.0,2011-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.0_107.0,2009-09-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.0_122.0,2021-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.0_127.5,2016-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.0_127.5,2021-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,0.0
-8.0_146.5,2011-12-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.0_147.5,2020-07-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_-72.0,2019-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_116.0,2018-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_116.5,2018-08-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_118.0,2007-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_118.0,2007-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_118.5,2009-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_120.5,2003-03-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_124.5,2004-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-8.5_124.5,2015-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,0.0,0.0
-8.5_157.0,2007-04-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-9.0_157.0,2010-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-9.0_157.0,2010-01-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-9.0_158.0,2015-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-9.5_-71.5,2015-11-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999,0.0,0.0
-9.5_-71.5,2022-06-01,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0.0,0.0
